#{"t_start": 1575120695.6702447, "env_id": "Taxi-v3"}
r,l,t 
9,12,399.271058
11,10,399.302314
6,15,399.349184
11,10,399.386954
8,13,399.433825
6,15,399.487215
10,11,399.534089
6,15,399.58748
-2,14,399.634351
4,17,399.703364
8,13,399.750237
8,13,399.787998
9,12,399.83487
5,16,399.888262
9,12,399.935133
6,15,399.988524
7,14,400.035397
7,14,400.088786
7,14,400.135656
5,16,400.204669
5,16,400.25154
3,18,400.320552
15,6,400.336177
8,13,400.389573
8,13,400.43644
11,10,400.474203
8,13,400.521083
3,18,400.590096
10,11,400.621344
14,7,400.652592
8,13,400.690361
10,11,400.737231
7,14,400.790623
9,12,400.837494
9,12,400.875249
7,14,400.922128
-6,18,400.991148
5,16,401.053638
5,16,401.122652
7,14,401.191663
6,15,401.238534
4,17,401.307551
8,13,401.354419
9,12,401.392186
8,13,401.439059
9,12,401.49244
6,15,401.539312
6,15,401.592703
6,15,401.655199
5,16,401.708586
6,15,401.75797
10,11,401.793234
5,16,401.85573
14,7,401.877863
10,11,401.924745
8,13,401.971625
8,13,402.009392
1,11,402.056264
4,17,402.10966
11,10,402.156534
7,14,402.209919
11,10,402.241168
4,17,402.294559
6,15,402.357055
7,14,402.410448
10,11,402.441696
5,16,402.495094
4,17,402.557588
6,15,402.610982
5,16,402.679985
9,12,402.711243
9,12,402.758116
12,9,402.79588
11,10,402.827128
8,13,402.880508
5,16,402.927386
10,11,402.980765
8,13,403.012022
10,11,403.058892
8,13,403.112279
-4,16,403.159149
6,15,403.212541
5,16,403.281547
4,17,403.34405
5,16,403.39744
9,12,403.444313
6,15,403.497706
8,13,403.54458
8,13,403.582332
5,16,403.644836
2,19,403.713846
6,15,403.760721
9,12,403.814111
5,16,403.860981
6,15,403.930003
3,18,403.999013
10,11,404.045884
5,16,404.099272
7,14,404.146144
6,15,404.19953
2,10,404.246403
6,15,404.299795
4,17,404.362294
14,7,404.384424
10,11,404.431303
3,18,404.484686
3,18,404.54719
-3,15,404.600579
4,17,404.663075
12,9,404.700842
-1,13,404.747713
9,12,404.785472
8,13,404.832355
8,13,404.885738
7,14,404.932622
10,11,404.986006
12,9,405.017265
8,13,405.064137
9,12,405.101898
6,15,405.148772
1,11,405.202152
8,13,405.249023
8,13,405.28678
2,19,405.364913
7,14,405.402669
6,15,405.465168
7,14,405.518554
6,15,405.565428
7,14,405.618821
13,8,405.650068
7,14,405.687824
9,12,405.734704
-5,17,405.803724
4,17,405.866217
8,13,405.903983
-4,16,405.966479
4,17,406.035492
9,12,406.066741
11,10,406.104506
8,13,406.151378
11,10,406.189134
6,15,406.251646
8,13,406.289398
7,14,406.336278
8,13,406.38966
12,9,406.420919
8,13,406.46779
10,11,406.505556
9,12,406.552424
7,14,406.605817
8,13,406.652687
12,9,406.690444
5,16,406.737334
11,10,406.784195
7,14,406.837583
-1,13,406.868834
5,16,406.937844
3,18,406.991228
4,17,407.069355
8,13,407.107119
11,10,407.138366
8,13,407.19175
6,15,407.238632
5,16,407.323267
10,11,407.370137
7,14,407.407903
9,12,407.454773
4,17,407.523785
11,10,407.555033
-3,15,407.624045
6,15,407.670919
9,12,407.724314
4,17,407.786811
9,12,407.824574
6,15,407.87513
8,13,407.940147
4,17,408.009161
9,12,408.056036
1,20,408.156301
10,11,408.209694
10,11,408.256564
-3,15,408.325581
10,11,408.372452
6,15,408.441466
9,12,408.494853
5,16,408.572984
10,11,408.626382
12,9,408.657629
12,9,408.711025
9,12,408.757896
12,9,408.795652
14,7,408.826911
6,15,408.911552
7,14,408.989673
4,17,409.074307
7,14,409.143324
7,14,409.212342
3,18,409.296973
6,15,409.359476
8,13,409.428497
4,17,409.513137
9,12,409.575629
0,21,409.675903
9,12,409.729291
11,10,409.776167
11,10,409.813926
10,11,409.85687
6,15,409.91376
9,12,409.960629
11,10,409.99832
11,10,410.045198
7,14,410.09858
6,15,410.161086
5,16,410.230103
10,11,410.276976
3,18,410.361613
8,13,410.43063
5,16,410.493125
6,15,410.615538
-5,17,410.678041
5,16,410.731422
-1,13,410.778294
4,17,410.847312
10,11,410.878559
10,11,410.931946
-1,13,410.978817
14,7,411.000949
-3,15,411.047827
8,13,411.101228
4,17,411.163736
7,14,411.217122
11,10,411.263992
9,12,411.301745
9,12,411.348624
8,13,411.402004
5,16,411.464507
4,17,411.517893
9,12,411.564764
2,19,411.633776
11,10,411.665025
-5,17,411.734033
14,7,411.74966
4,17,411.818667
4,17,411.881163
7,14,411.93455
2,19,412.003559
9,12,412.050437
6,15,412.103819
8,13,412.150698
8,13,412.197573
7,14,412.235334
8,13,412.282207
8,13,412.335596
2,19,412.404605
2,19,412.467111
8,13,412.520503
3,18,412.582998
7,14,412.636387
8,13,412.683257
9,12,412.736652
6,15,412.783524
7,14,412.841906
7,14,412.891996
1,20,412.952382
5,16,413.021398
5,16,413.083889
8,13,413.121652
6,15,413.184144
8,13,413.221908
5,16,413.284403
5,16,413.353423
9,12,413.384665
9,12,413.438055
10,11,413.469305
10,11,413.507062
10,11,413.55394
10,11,413.585188
6,15,413.638578
6,15,413.707583
7,14,413.754463
4,17,413.807845
3,18,413.870348
-5,17,413.939364
5,16,414.00186
5,16,414.055257
10,11,414.086507
6,15,414.155516
4,17,414.208896
11,10,414.240151
1,20,414.324787
11,10,414.356034
7,14,414.409413
12,9,414.440675
12,9,414.471917
-4,16,414.556587
3,18,414.625601
5,16,414.672473
12,9,414.710227
8,13,414.757109
7,14,414.810489
10,11,414.857371
10,11,414.888619
7,14,414.942007
10,11,414.973255
9,12,415.026643
4,17,415.089138
9,12,415.126902
7,14,415.189397
4,17,415.242785
5,16,415.311793
2,19,415.38992
10,11,415.427687
2,19,415.490183
9,12,415.52795
3,18,415.612586
8,13,415.659466
3,18,415.71285
8,13,415.759729
5,16,415.813113
8,13,415.859994
7,14,415.913371
6,15,415.975874
7,14,416.029259
11,10,416.076133
0,12,416.113901
7,14,416.160779
6,15,416.214163
10,11,416.261048
10,11,416.307917
5,16,416.361304
4,17,416.414687
4,17,416.47719
7,14,416.530582
7,14,416.577453
12,9,416.615208
10,11,416.662088
14,7,416.677712
-5,17,416.74673
9,12,416.7936
10,11,416.831362
-1,13,416.878242
5,16,416.931622
9,12,416.978495
5,16,417.031881
-6,18,417.094379
10,11,417.132141
12,9,417.16339
9,12,417.21677
3,18,417.279274
5,16,417.348294
7,14,417.395162
11,10,417.432932
8,13,417.479806
6,15,417.533203
-3,15,417.595697
8,13,417.633462
9,12,417.680333
2,19,417.749363
9,12,417.796232
4,17,417.86117
3,18,417.918559
-3,15,417.981062
7,14,418.034461
-6,18,418.096956
9,12,418.134719
10,11,418.181591
4,17,418.234981
5,16,418.297476
13,8,418.33524
8,13,418.382113
10,11,418.419869
9,12,418.466753
5,16,418.520135
9,12,418.567013
9,12,418.598261
-1,13,418.651647
5,16,418.714144
7,14,418.767536
13,8,418.798781
10,11,418.836551
12,9,418.867798
7,14,418.921179
-4,16,418.983681
7,14,419.037074
-4,16,419.083946
9,12,419.13733
7,14,419.184201
8,13,419.221956
4,17,419.284457
8,13,419.337854
7,14,419.384725
-3,15,419.438118
1,11,419.484991
5,16,419.538374
6,15,419.600869
8,13,419.65428
4,17,419.723283
9,12,419.754539
5,16,419.823546
13,8,419.854801
7,14,419.901671
-7,19,419.970684
6,15,420.024065
6,15,420.070944
3,18,420.139959
3,18,420.202458
8,13,420.255845
9,12,420.302716
9,12,420.340483
9,12,420.387357
10,11,420.425112
4,17,420.487613
2,19,420.556629
4,17,420.619126
4,17,420.672515
8,13,420.725897
3,18,420.788402
0,21,420.857416
-49,70,421.120441
9,12,421.158206
-3,15,421.220704
7,14,421.258466
3,18,421.327469
9,12,421.374351
7,14,421.427728
-5,17,421.490235
-11,14,421.543628
2,19,421.606124
10,11,421.643886
7,14,421.706199
5,16,421.759718
3,18,421.828725
7,14,421.875606
4,17,421.928986
13,8,421.960241
10,11,422.007113
5,16,422.060507
3,18,422.129513
5,16,422.176395
8,13,422.22978
8,13,422.292285
7,14,422.361299
9,12,422.408171
7,14,422.445935
13,8,422.477183
9,12,422.530562
12,9,422.561817
9,12,422.608689
14,7,422.630823
8,13,422.677704
7,14,422.731097
8,13,422.777977
3,18,422.846995
7,14,422.893865
8,13,422.94725
-4,16,422.994126
5,16,423.063135
4,17,423.125629
-5,17,423.179017
5,16,423.232398
7,14,423.294902
12,9,423.326151
-2,23,423.410788
13,8,423.432921
7,14,423.4798
3,18,423.54882
4,17,423.611319
6,15,423.664709
6,15,423.727204
7,14,423.76497
3,18,423.833973
11,10,423.86523
-5,17,423.934236
5,16,423.996742
8,13,424.050136
5,16,424.134763
5,16,424.22852
8,13,424.281911
4,17,424.366546
13,8,424.397797
-5,17,424.482436
6,15,424.567075
8,13,424.62957
10,11,424.66734
4,17,424.751978
6,15,424.814479
8,13,424.867871
7,14,424.936879
5,16,425.01501
10,11,425.068398
5,16,425.130898
7,14,425.199917
7,14,425.253309
10,11,425.315807
4,17,425.400453
-5,17,425.485093
5,16,425.554116
9,12,425.616611
-2,14,425.685626
7,14,425.739002
7,14,425.817135
2,19,425.895469
4,17,425.954755
5,16,426.001626
8,13,426.054644
4,17,426.139271
10,11,426.170528
7,14,426.239532
11,10,426.286412
4,17,426.355438
-5,17,426.440065
14,7,426.471321
3,18,426.540329
9,12,426.587209
7,14,426.640587
2,19,426.70309
12,9,426.740845
5,16,426.803348
6,15,426.856738
8,13,426.887988
3,18,426.957005
4,17,427.019498
7,14,427.072887
9,12,427.119759
8,13,427.157521
10,11,427.188777
5,16,427.257781
8,13,427.304654
9,12,427.342408
4,17,427.404911
10,11,427.442668
5,16,427.505174
6,15,427.558564
4,17,427.621059
10,11,427.658826
5,16,427.721322
4,17,427.774714
8,13,427.821587
6,15,427.879349
7,14,427.926223
5,16,427.97511
5,16,428.04411
-4,16,428.090989
4,17,428.159999
5,16,428.206871
10,11,428.244624
4,17,428.322752
2,19,428.407396
8,13,428.445151
9,12,428.49203
3,18,428.54541
8,13,428.607913
8,13,428.64568
11,10,428.676937
3,18,428.745941
3,18,428.808443
11,10,428.846198
2,19,428.924324
7,14,428.977723
9,12,429.008967
3,18,429.077977
9,12,429.12485
6,15,429.178237
3,18,429.240733
9,12,429.278498
-8,20,429.347503
4,17,429.42563
4,17,429.494649
6,15,429.548023
11,10,429.594902
4,17,429.648286
9,12,429.695165
7,14,429.748545
3,18,429.811046
12,9,429.848802
6,15,429.911306
1,20,429.995943
6,15,430.049322
8,13,430.096201
8,13,430.149582
4,17,430.212086
7,14,430.265478
-3,15,430.327971
6,15,430.381359
4,17,430.450367
8,13,430.497248
6,15,430.55063
9,12,430.597514
-5,17,430.66652
5,16,430.729016
-1,13,430.782405
9,12,430.82928
8,13,430.882664
5,16,430.951673
9,12,431.014181
9,12,431.0832
5,16,431.167848
8,13,431.252475
8,13,431.314981
3,18,431.39962
4,17,431.484267
5,16,431.568906
4,17,431.631401
1,11,431.669168
10,11,431.716043
4,17,431.785054
12,9,431.816306
-6,18,431.885311
5,16,431.932181
8,13,431.985573
6,15,432.032446
8,13,432.085831
10,11,432.132704
11,10,432.17047
7,14,432.217342
7,14,432.286356
9,12,432.333227
2,19,432.402239
6,15,432.455618
8,13,432.518121
7,14,432.571515
8,13,432.634011
7,14,432.687411
0,12,432.734282
8,13,432.787673
11,10,432.818921
2,19,432.887871
5,16,432.934742
1,20,433.019378
4,17,433.088396
4,17,433.15089
8,13,433.188656
9,12,433.235529
10,11,433.273305
9,12,433.320177
7,14,433.389189
6,15,433.436061
9,12,433.489448
3,18,433.558455
5,16,433.605338
4,17,433.674351
8,13,433.721221
8,13,433.758988
7,14,433.806378
9,12,433.85926
8,13,433.906138
5,16,433.959519
2,19,434.022022
5,16,434.075413
12,9,434.106661
8,13,434.153537
10,11,434.191312
15,6,434.206933
10,11,434.23818
11,10,434.275946
5,16,434.338441
3,18,434.391831
10,11,434.438706
9,12,434.47647
10,11,434.507718
10,11,434.55459
6,15,434.607987
11,10,434.654858
7,14,434.723877
6,15,434.808513
6,15,434.877534
6,15,434.962168
11,10,435.009051
15,6,435.05592
4,17,435.140561
6,15,435.225205
11,10,435.275098
7,14,435.345654
9,12,435.404154
9,12,435.464608
6,15,435.530441
2,19,435.63071
5,16,435.71534
9,12,435.777849
11,10,435.831251
5,16,435.909367
8,13,435.97838
8,13,436.016139
4,17,436.078642
7,14,436.132032
7,14,436.178901
9,12,436.216663
3,18,436.279165
-4,16,436.332554
2,19,436.448495
3,18,436.517498
4,17,436.580003
10,11,436.633393
6,15,436.680264
10,11,436.749312
5,16,436.818318
3,18,436.880819
3,18,436.934207
8,13,436.996704
9,12,437.050103
5,16,437.096975
8,13,437.150362
11,10,437.181609
4,17,437.250628
9,12,437.281875
4,17,437.350892
8,13,437.39776
6,15,437.451151
6,15,437.498026
5,16,437.551407
6,15,437.613903
13,8,437.636041
13,8,437.667289
11,10,437.71416
7,14,437.767552
12,9,437.798802
0,12,437.843899
12,9,437.866162
10,11,437.913033
12,9,437.936677
5,16,437.99917
6,15,438.052556
9,12,438.083804
4,17,438.152821
2,10,438.184067
10,11,438.221827
5,16,438.268706
-4,16,438.32209
14,7,438.353349
10,11,438.384599
8,13,438.437989
7,14,438.484857
-2,14,438.538242
7,14,438.585122
5,16,438.638507
4,17,438.700999
-1,13,438.738765
8,13,438.785636
11,10,438.823393
9,12,438.85465
7,14,438.90152
8,13,438.954917
8,13,438.986161
7,14,439.03956
7,14,439.086434
10,11,439.124193
-6,18,439.186696
7,14,439.240081
6,15,439.286953
-5,17,439.340341
9,12,439.387209
12,9,439.418458
9,12,439.471846
12,9,439.503096
9,12,439.556497
14,7,439.572119
12,9,439.603367
2,19,439.672388
6,15,439.741396
4,17,439.803891
10,11,439.841656
9,12,439.88853
0,12,439.926286
-5,17,440.004415
5,16,440.073431
5,16,440.158072
9,12,440.220569
10,11,440.258338
8,13,440.320837
8,13,440.389851
9,12,440.443256
4,17,440.52789
5,16,440.590395
4,17,440.675035
6,15,440.744059
8,13,440.790929
-3,15,440.859945
11,10,440.906819
5,16,440.975835
8,13,441.029214
11,10,441.0761
8,13,441.129477
9,12,441.19198
9,12,441.245374
5,16,441.307869
10,11,441.361258
9,12,441.408129
8,13,441.477151
10,11,441.524018
3,18,441.59303
5,16,441.662044
9,12,441.72454
-6,18,441.775541
7,14,441.830931
4,17,441.90137
12,9,441.94664
6,15,442.009136
9,12,442.062527
10,11,442.109397
8,13,442.162791
10,11,442.209661
7,14,442.278677
8,13,442.33206
5,16,442.394564
8,13,442.447958
5,16,442.51045
5,16,442.563838
2,19,442.626334
8,13,442.6641
9,12,442.710971
9,12,442.748735
9,12,442.795607
10,11,442.833367
4,17,442.911498
3,18,442.964885
6,15,443.027382
8,13,443.065148
11,10,443.096397
7,14,443.149783
8,13,443.196657
7,14,443.250041
14,7,443.265666
5,16,443.328163
7,14,443.381552
3,9,443.397174
9,12,443.450572
5,16,443.497445
3,18,443.55083
10,11,443.597701
6,15,443.651093
11,10,443.682345
3,18,443.735726
4,17,443.798229
8,13,443.851619
11,10,443.882866
3,18,443.951881
4,17,444.014376
7,14,444.052143
7,14,444.099011
7,14,444.152398
4,17,444.214893
9,12,444.252657
5,16,444.299529
6,15,444.368547
5,16,444.431044
9,12,444.468808
8,13,444.500056
11,10,444.537811
15,6,444.553444
14,7,444.584699
9,12,444.631563
12,9,444.653705
-8,20,444.731825
14,7,444.753967
3,18,444.816464
-4,16,444.869853
-7,19,444.938859
8,13,444.985738
9,12,445.016984
10,11,445.054749
8,13,445.101621
6,15,445.155012
-2,14,445.201882
7,14,445.255274
7,14,445.302145
10,11,445.339906
6,15,445.386791
10,11,445.418043
3,18,445.487047
6,15,445.540431
7,14,445.58731
8,13,445.634181
7,14,445.671947
7,14,445.734442
8,13,445.77221
5,16,445.819083
4,17,445.888093
7,14,445.934965
3,18,445.988354
10,11,446.035226
7,14,446.088612
8,13,446.119862
5,16,446.173251
6,15,446.235743
14,7,446.257885
9,12,446.304757
8,13,446.342511
3,9,446.373771
-2,14,446.420643
11,10,446.458407
5,16,446.505278
7,14,446.558667
5,16,446.621159
5,16,446.674546
12,9,446.705794
10,11,446.774809
6,15,446.837306
10,11,446.875078
15,6,446.890701
8,13,446.944081
-7,19,447.006587
6,15,447.075644
9,12,447.122516
5,16,447.191528
14,7,447.222775
1,20,447.30742
3,18,447.360812
8,13,447.407685
7,14,447.46107
7,14,447.507943
10,11,447.545702
1,20,447.608209
5,16,447.661602
7,14,447.724099
7,14,447.777491
9,12,447.808741
10,11,447.865826
12,9,447.897075
8,13,447.946456
4,17,448.008958
9,12,448.062353
3,18,448.140475
8,13,448.193869
8,13,448.247252
10,11,448.294133
10,11,448.341005
10,11,448.394401
4,17,448.479079
7,14,448.525952
5,16,448.610599
12,9,448.648367
3,18,448.726496
7,14,448.795515
8,13,448.848896
7,14,448.895778
7,14,448.964794
7,14,449.027288
9,12,449.065057
8,13,449.127551
9,12,449.180942
11,10,449.227813
7,14,449.281197
5,16,449.343692
5,16,449.412706
8,13,449.46609
7,14,449.512963
14,7,449.528587
7,14,449.581978
